epoch,kappa_0,kappa_1,kappa_2
11700,1.29313156e+02,9.94079590e+01,5.79603653e+01
11750,1.29312653e+02,9.94105530e+01,5.76010818e+01
11800,1.29313354e+02,9.94191895e+01,5.72418671e+01
11850,1.29315598e+02,9.94638901e+01,5.68881111e+01
11900,1.29312881e+02,9.94683990e+01,5.65351143e+01
11950,1.29313293e+02,9.94679184e+01,5.61825867e+01
12000,1.29314896e+02,9.94689789e+01,5.58344727e+01
12050,1.29314026e+02,9.94650345e+01,5.54901314e+01
12100,1.29312668e+02,9.94681625e+01,5.51434708e+01
12150,1.29318649e+02,9.94693832e+01,5.47974167e+01
12200,1.29334473e+02,9.94694824e+01,5.44580498e+01
12250,1.29359543e+02,9.94693375e+01,5.41235199e+01
12300,1.29395859e+02,9.94675903e+01,5.37886009e+01
12350,1.29432877e+02,9.94713135e+01,5.34534225e+01
12400,1.29435913e+02,9.94703064e+01,5.31191673e+01
12450,1.29436539e+02,9.94718094e+01,5.27901955e+01
12500,1.29435822e+02,9.94700317e+01,5.24595490e+01
12550,1.29435257e+02,9.94701157e+01,5.21284447e+01
12600,1.29437164e+02,9.94735947e+01,5.18040657e+01
12650,1.29437195e+02,9.94672699e+01,5.14831848e+01
12700,1.29436157e+02,9.94693604e+01,5.11615181e+01
12750,1.29436432e+02,9.94700394e+01,5.08384705e+01
12800,1.29436844e+02,9.94797974e+01,5.05171890e+01
12850,1.29438110e+02,9.95100250e+01,5.02049294e+01
12900,1.29437912e+02,9.95296783e+01,4.98934021e+01
12950,1.29437088e+02,9.95283051e+01,4.95775642e+01
13000,1.29435837e+02,9.95316010e+01,4.92660027e+01
13050,1.29437012e+02,9.95307083e+01,4.89558640e+01
13100,1.29434937e+02,9.95307617e+01,4.86455765e+01
13150,1.29438263e+02,9.95351868e+01,4.83355637e+01
13200,1.29437485e+02,9.95337753e+01,4.80283241e+01
13250,1.29437180e+02,9.95316772e+01,4.77246933e+01
13300,1.29437515e+02,9.95342789e+01,4.74231110e+01
13350,1.29437729e+02,9.95596008e+01,4.71210823e+01
13400,1.29437317e+02,9.95933762e+01,4.68199883e+01
13450,1.29437027e+02,9.95864258e+01,4.65254517e+01
13500,1.29437683e+02,9.95943985e+01,4.62377930e+01
13550,1.29437027e+02,9.95953598e+01,4.59499588e+01
13600,1.29439514e+02,9.95918579e+01,4.56625290e+01
13650,1.29438629e+02,9.95913315e+01,4.53833199e+01
13700,1.29437958e+02,9.95942688e+01,4.51097107e+01
13750,1.29439682e+02,9.95886078e+01,4.48368607e+01
13800,1.29436447e+02,9.95917358e+01,4.45639610e+01
13850,1.29438202e+02,9.95942764e+01,4.42918434e+01
13900,1.29438370e+02,9.95951157e+01,4.40253181e+01
13950,1.29440353e+02,9.95932312e+01,4.37687759e+01
14000,1.29438660e+02,9.95915985e+01,4.35148239e+01
14050,1.29436783e+02,9.95933685e+01,4.32611732e+01
14100,1.29437347e+02,9.95924911e+01,4.30077019e+01
14150,1.29436371e+02,9.95938873e+01,4.27672577e+01
14200,1.29442749e+02,9.95982285e+01,4.25317459e+01
14250,1.29437515e+02,9.95967178e+01,4.22995911e+01
14300,1.29443253e+02,9.95932999e+01,4.20692368e+01
14350,1.29443222e+02,9.95973282e+01,4.18377953e+01
14400,1.29439194e+02,9.96037674e+01,4.16060600e+01
14450,1.29437408e+02,9.96026993e+01,4.13762398e+01
14500,1.29439713e+02,9.95981445e+01,4.11549072e+01
14550,1.29439392e+02,9.95953674e+01,4.09472847e+01
14600,1.29442261e+02,9.96078339e+01,4.07432671e+01
14650,1.29443008e+02,9.96460800e+01,4.05388794e+01
14700,1.29443802e+02,9.96538162e+01,4.03317032e+01
14750,1.29450180e+02,9.96555099e+01,4.01321945e+01
14800,1.29450806e+02,9.96576004e+01,3.99524994e+01
14850,1.29460739e+02,9.96563721e+01,3.97773247e+01
14900,1.29478516e+02,9.96518097e+01,3.96037025e+01
14950,1.29509766e+02,9.96539993e+01,3.94299927e+01
15000,1.29562408e+02,9.96523209e+01,3.92580948e+01
15050,1.29560303e+02,9.96558304e+01,3.90841255e+01
15100,1.29563263e+02,9.96541367e+01,3.89148560e+01
15150,1.29562943e+02,9.96556931e+01,3.87511177e+01
15200,1.29560806e+02,9.96556702e+01,3.85954666e+01
15250,1.29559586e+02,9.96547546e+01,3.84496460e+01
15300,1.29558792e+02,9.96568909e+01,3.83066826e+01
15350,1.29560242e+02,9.96526642e+01,3.81703148e+01
15400,1.29562469e+02,9.96566086e+01,3.80349960e+01
15450,1.29558289e+02,9.96568909e+01,3.78981247e+01
15500,1.29555435e+02,9.96563416e+01,3.77652969e+01
15550,1.29563583e+02,9.96550751e+01,3.76400261e+01
15600,1.29557419e+02,9.96553574e+01,3.75181427e+01
15650,1.29563141e+02,9.96531830e+01,3.74074097e+01
15700,1.29561890e+02,9.96559982e+01,3.73083954e+01
15750,1.29557907e+02,9.96555710e+01,3.72221451e+01
15800,1.29561966e+02,9.96575241e+01,3.71383133e+01
15850,1.29564117e+02,9.96607056e+01,3.70556450e+01
15900,1.29556473e+02,9.96610336e+01,3.69729424e+01
15950,1.29559967e+02,9.96599197e+01,3.68913765e+01
16000,1.29563370e+02,9.96576538e+01,3.68141327e+01
16050,1.29560318e+02,9.96579819e+01,3.67388153e+01
16100,1.29562317e+02,9.96583023e+01,3.66647263e+01
16150,1.29561752e+02,9.96569214e+01,3.65899200e+01
16200,1.29563202e+02,9.96585846e+01,3.65178986e+01
16250,1.29561996e+02,9.96555023e+01,3.64535980e+01
16300,1.29565338e+02,9.96633224e+01,3.63934784e+01
16350,1.29563065e+02,9.96614151e+01,3.63400307e+01
16400,1.29563919e+02,9.96587601e+01,3.62899857e+01
16450,1.29562195e+02,9.96629181e+01,3.62432442e+01
16500,1.29558655e+02,9.96560516e+01,3.61977768e+01
16550,1.29562912e+02,9.96613922e+01,3.61587105e+01
16600,1.29558960e+02,9.96664505e+01,3.61263809e+01
16650,1.29563431e+02,9.96564789e+01,3.60902367e+01
16700,1.29559662e+02,9.96562958e+01,3.60560684e+01
16750,1.29561829e+02,9.96599655e+01,3.60239105e+01
16800,1.29563187e+02,9.96592712e+01,3.59995422e+01
16850,1.29558258e+02,9.96570892e+01,3.59810410e+01
16900,1.29558655e+02,9.96544952e+01,3.59645844e+01
16950,1.29563202e+02,9.96588593e+01,3.59557877e+01
17000,1.29561615e+02,9.96553192e+01,3.59461365e+01
17050,1.29562241e+02,9.96596680e+01,3.59433022e+01
17100,1.29559784e+02,9.96562805e+01,3.59371567e+01
17150,1.29565689e+02,9.96590271e+01,3.59361687e+01
17200,1.29557449e+02,9.96554489e+01,3.59294434e+01
17250,1.29561874e+02,9.96560440e+01,3.59258614e+01
17300,1.29563019e+02,9.96582718e+01,3.59241982e+01
17350,1.29560135e+02,9.96576309e+01,3.59199867e+01
17400,1.29563385e+02,9.96585922e+01,3.59218102e+01
17450,1.29559235e+02,9.96557617e+01,3.59206200e+01
17500,1.29562988e+02,9.96601715e+01,3.59231758e+01
17550,1.29557541e+02,9.96569977e+01,3.59178162e+01
17600,1.29563232e+02,9.96611557e+01,3.59223900e+01
17650,1.29560577e+02,9.96558380e+01,3.59201965e+01
17700,1.29560455e+02,9.96573639e+01,3.59211922e+01
17750,1.29563416e+02,9.96611481e+01,3.59222336e+01
17800,1.29559937e+02,9.96567993e+01,3.59200706e+01
17850,1.29563843e+02,9.96589127e+01,3.59225044e+01
17900,1.29558960e+02,9.96562347e+01,3.59159546e+01
17950,1.29556747e+02,9.96586151e+01,3.59176750e+01
18000,1.29561859e+02,9.96545944e+01,3.59169159e+01
18050,1.29561752e+02,9.96549225e+01,3.59177628e+01
18100,1.29563568e+02,9.96585083e+01,3.59220657e+01
18150,1.29559326e+02,9.96568909e+01,3.59210472e+01
18200,1.29562286e+02,9.96560898e+01,3.59217186e+01
18250,1.29561584e+02,9.96550369e+01,3.59183884e+01
18300,1.29558624e+02,9.96563492e+01,3.59170876e+01
18350,1.29556610e+02,9.96575775e+01,3.59191971e+01
18400,1.29560852e+02,9.96543350e+01,3.59197922e+01
18450,1.29564484e+02,9.96607132e+01,3.59214668e+01
18500,1.29561722e+02,9.96584320e+01,3.59202614e+01
18550,1.29558823e+02,9.96551208e+01,3.59186096e+01
18600,1.29562637e+02,9.96583939e+01,3.59226875e+01
18650,1.29561874e+02,9.96555252e+01,3.59203949e+01
18700,1.29562164e+02,9.96569672e+01,3.59185677e+01
18750,1.29559982e+02,9.96581421e+01,3.59159546e+01
18800,1.29562027e+02,9.96568298e+01,3.59145470e+01
18850,1.29563797e+02,9.96598358e+01,3.59150085e+01
18900,1.29559692e+02,9.96548462e+01,3.59163246e+01
18950,1.29562103e+02,9.96568451e+01,3.59220200e+01
19000,1.29562363e+02,9.96553345e+01,3.59194031e+01
19050,1.29561325e+02,9.96586685e+01,3.59177742e+01
19100,1.29562195e+02,9.96563644e+01,3.59184227e+01
19150,1.29560013e+02,9.96579208e+01,3.59149323e+01
19200,1.29563782e+02,9.96593094e+01,3.59165001e+01
19250,1.29561325e+02,9.96595383e+01,3.59208679e+01
19300,1.29559570e+02,9.96541367e+01,3.59180908e+01
19350,1.29560364e+02,9.96612549e+01,3.59214363e+01
19400,1.29561829e+02,9.96565857e+01,3.59198647e+01
19450,1.29556824e+02,9.96577225e+01,3.59186020e+01
19500,1.29563110e+02,9.96592178e+01,3.59211807e+01
19550,1.29559952e+02,9.96571808e+01,3.59211044e+01
19600,1.29558014e+02,9.96561508e+01,3.59152145e+01
19650,1.29560638e+02,9.96562424e+01,3.59177399e+01
19700,1.29560806e+02,9.96569824e+01,3.59179039e+01
19750,1.29558212e+02,9.96593552e+01,3.59165306e+01
19800,1.29560684e+02,9.96559830e+01,3.59165154e+01
19850,1.29561157e+02,9.96544342e+01,3.59190521e+01
19900,1.29561218e+02,9.96564713e+01,3.59208412e+01
19950,1.29562958e+02,9.96601944e+01,3.59218750e+01
20000,1.29561279e+02,9.96616364e+01,3.59207649e+01
0,1.00010002e+02,1.00010002e+02,1.00010002e+02
50,1.00508774e+02,1.00494057e+02,1.00507385e+02
100,1.01003159e+02,1.00917816e+02,1.00995857e+02
